status	drivePath	id	mimeType	modifiedTime	driveSize	localPath	originalBytes	storedBytes	outputsStripped	validNotebookJson
ok	Distal_Rate_ERP_Summer2025/Data/Simulations_New.ipynb	1XIp-tweYZp0hyASJ3W6UFNKupxj-ZjFl	application/vnd.google.colaboratory	2025-09-16T19:35:38.592Z	14611	distal_rate_erp_summer2025/Data/Simulations_New.ipynb	14611	14058	true	true
ok	Distal_Rate_ERP_Summer2025/Data/Simulations.ipynb	1LZyvuCGLBHamsSdx1qFMOuQC30iXUqPZ	application/vnd.google.colaboratory	2025-08-08T15:06:48.243Z	12638	distal_rate_erp_summer2025/Data/Simulations.ipynb	12638	12942	true	true
ok	Distal_Rate_ERP_Summer2025/Data/SpeechRate2025/Bad_Channels_13_19.ipynb	1wBkddP1xCaE1QgNdyyf5WmoSlF9Qo6uR	application/vnd.google.colaboratory	2025-07-22T02:27:48.414Z	5218543	distal_rate_erp_summer2025/Data/SpeechRate2025/Bad_Channels_13_19.ipynb	5218543	35940	true	true
ok	Distal_Rate_ERP_Summer2025/Data/SpeechRate2025/Drafts/khanh_6_6.ipynb	1Rdh7qUFCw9lDptwat2wrOaXxZNPGtZkX	application/vnd.google.colaboratory	2025-06-11T13:10:01.888Z	43621	distal_rate_erp_summer2025/Data/SpeechRate2025/Drafts/khanh_6_6.ipynb	43621	9254	true	true
ok	Distal_Rate_ERP_Summer2025/Data/SpeechRate2025/Drafts/latest_6_6.ipynb	1s3yRDnYv3qll4oJzQxRNquNIUwgkOFy2	application/vnd.google.colaboratory	2025-06-11T14:13:02.943Z	869665	distal_rate_erp_summer2025/Data/SpeechRate2025/Drafts/latest_6_6.ipynb	869665	13714	true	true
ok	Distal_Rate_ERP_Summer2025/Data/SpeechRate2025/Drafts/stimuli.ipynb	137SeZiHIPd4NXBYVPppN2QPLG5DpXT4b	application/vnd.google.colaboratory	2025-07-31T15:05:21.455Z	16062129	distal_rate_erp_summer2025/Data/SpeechRate2025/Drafts/stimuli.ipynb	16062129	12299	true	true
ok	Distal_Rate_ERP_Summer2025/Data/SpeechRate2025/EEGData/3/s_3	1Y7Gq71VII05e8Py0YIvZi7foh5KeAW2d	application/vnd.google.colaboratory	2025-07-17T01:46:52.000Z	292770	distal_rate_erp_summer2025/Data/SpeechRate2025/EEGData/3/s_3.ipynb	292770	17435	true	true
ok	Distal_Rate_ERP_Summer2025/Data/SpeechRate2025/Envelope_Analysis/Envelope_Analysis.ipynb	1P4wzxos4TfZDL9EBffvy6DW3gElnjHf9	application/vnd.google.colaboratory	2025-06-11T17:34:10.033Z	10732	distal_rate_erp_summer2025/Data/SpeechRate2025/Envelope_Analysis/Envelope_Analysis.ipynb	10732	10595	true	true
ok	Distal_Rate_ERP_Summer2025/Data/SpeechRate2025/Envelope_Analysis/Improved_Version_of_Morlet_Envelope_Analysis.ipynb	10IKPEofiIHF3BkWcuGFNQqzhsIC31NGC	application/json	2025-06-11T19:49:10.901Z	15277921	distal_rate_erp_summer2025/Data/SpeechRate2025/Envelope_Analysis/Improved_Version_of_Morlet_Envelope_Analysis.ipynb	15277921	4807	true	true
ok	Distal_Rate_ERP_Summer2025/Data/SpeechRate2025/Envelope_Analysis/Morlet_Envelope_Analysis.ipynb	1gDeMRFKidYP6m3gkYoqWcscTQew12eJg	application/vnd.google.colaboratory	2025-06-11T19:39:24.622Z	56472249	distal_rate_erp_summer2025/Data/SpeechRate2025/Envelope_Analysis/Morlet_Envelope_Analysis.ipynb	56472249	20530	true	true
ok	Distal_Rate_ERP_Summer2025/Data/SpeechRate2025/ERPs_Analysis/Artifacts Removal/ASR.ipynb	1SpmHERUZnD2_6bvMeLYmB0sd8JG_Ca3L	application/vnd.google.colaboratory	2025-06-12T16:04:38.974Z	20420	distal_rate_erp_summer2025/Data/SpeechRate2025/ERPs_Analysis/Artifacts_Removal/ASR.ipynb	20420	20102	true	true
ok	Distal_Rate_ERP_Summer2025/Data/SpeechRate2025/ERPs_Analysis/Artifacts Removal/ICA.ipynb	1WcIi6CYMjyNzxexYBEIcwWc4QTBNf3hb	application/vnd.google.colaboratory	2025-06-18T14:15:46.905Z	95308	distal_rate_erp_summer2025/Data/SpeechRate2025/ERPs_Analysis/Artifacts_Removal/ICA.ipynb	95308	17743	true	true
ok	Distal_Rate_ERP_Summer2025/Data/SpeechRate2025/ERPs_Analysis/Artifacts Removal/Notebooks for subjects 20+/6_11_artifacts.ipynb	1sGUJXiJDTNcFsX4u4-0sbB0hwx-7Lc5N	application/vnd.google.colaboratory	2025-06-13T03:32:13.630Z	102019	distal_rate_erp_summer2025/Data/SpeechRate2025/ERPs_Analysis/Artifacts_Removal/Notebooks_for_subjects_20/6_11_artifacts.ipynb	102019	8800	true	true
ok	Distal_Rate_ERP_Summer2025/Data/SpeechRate2025/ERPs_Analysis/Artifacts Removal/Notebooks for subjects 20+/6_12_Khanh.ipynb	1QgIp0AKMATM1m1nWdPoty80aoG0oDFA2	application/vnd.google.colaboratory	2025-06-13T18:45:53.938Z	7921	distal_rate_erp_summer2025/Data/SpeechRate2025/ERPs_Analysis/Artifacts_Removal/Notebooks_for_subjects_20/6_12_Khanh.ipynb	7921	7574	true	true
